"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","shared_domain","uid1_Pfam_domain","uid2_Pfam_domain","test","string","test2","pairwise_identity","X3d","complex_3d","3d","ecs_complete","ecs_anomaly"
"3233",1315270,"ENSG00000214827","MTCP1","P56278","MTCP1_HUMAN",107,"Homo sapiens (Human)",0.2,87.3,0.81588785046729,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MTCP1_HUMAN_1-107_b0.2/align/MTCP1_HUMAN_1-107_b0.2","ENSG00000111640","GAPDH","P04406","G3P_HUMAN",335,"Homo sapiens (Human)",0.2,7532.6,22.4853731343284,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/G3P_HUMAN_1-335_b0.2/align/G3P_HUMAN_1-335_b0.2","sepmito_01315270",1,107,1,335,NA,"PF01840;","PF02800;PF00044;","P56278 P04406",0,"P04406 P56278",8.7,NA,NA,NA,"Complete"," "
"3785",216479,"ENSG00000221886","ZBED8","Q8IZ13","ZBED8_HUMAN",594,"Homo sapiens (Human)",0.2,6319.7,10.6392255892256,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ZBED8_HUMAN_1-594_b0.2/align/ZBED8_HUMAN_1-594_b0.2","ENSG00000197045","GMFB","P60983","GMFB_HUMAN",142,"Homo sapiens (Human)",0.2,3129.2,22.0366197183099,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GMFB_HUMAN_1-142_b0.2/align/GMFB_HUMAN_1-142_b0.2","sepmito_00216479",1,594,1,142,NA,"PF14291;","PF00241;","Q8IZ13 P60983",0,"P60983 Q8IZ13",7.6,NA,NA,NA,"Complete"," "
"913",36346,"ENSG00000197122","SRC","P12931","SRC_HUMAN",536,"Homo sapiens (Human)",0.4,17532,32.7089552238806,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SRC_HUMAN_1-536_b0.4/align/SRC_HUMAN_1-536_b0.4","ENSG00000141682","PMAIP1","Q13794","APR_HUMAN",54,"Homo sapiens (Human)",0.3,4840.1,89.6314814814815,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/APR_HUMAN_1-54_b0.3/align/APR_HUMAN_1-54_b0.3","sepmito_00036346",1,536,1,54,NA,"PF07714;PF00017;PF00018;","PF15150;","P12931 Q13794",0,"Q13794 P12931",3.9,NA,NA,NA,"Complete"," "
"201",901619,"ENSG00000162390","ACOT11","Q8WXI4","ACO11_HUMAN",607,"Homo sapiens (Human)",0.2,440.4,0.725535420098847,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACO11_HUMAN_1-607.0_b0.2/align/ACO11_HUMAN_1-607.0_b0.2","ENSG00000257218","GATC","O43716","GATC_HUMAN",136,"Homo sapiens (Human)",0.2,8243.6,60.6147058823529,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GATC_HUMAN_1-136.0_b0.2/align/GATC_HUMAN_1-136.0_b0.2","sepmito_00901619",1,607,1,136,NA,"PF03061;PF01852;","PF02686;","Q8WXI4 O43716",0,"O43716 Q8WXI4",7.1,NA,NA,NA,"Complete"," "
"2011",1118437,"ENSG00000122335","SERAC1","Q96JX3","SRAC1_HUMAN",654,"Homo sapiens (Human)",0.2,199.3,0.30474006116208,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SRAC1_HUMAN_1-654_b0.2/align/SRAC1_HUMAN_1-654_b0.2","ENSG00000143198","MGST3","O14880","MGST3_HUMAN",152,"Homo sapiens (Human)",0.2,9277.5,61.0361842105263,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MGST3_HUMAN_1-152_b0.2/align/MGST3_HUMAN_1-152_b0.2","sepmito_01118437",1,654,1,152,NA,NA,"PF01124;","Q96JX3 O14880",0,"O14880 Q96JX3",8,NA,NA,NA,"Complete"," "
"572",1233187,"ENSG00000187742","SECISBP2","Q96T21","SEBP2_HUMAN",854,"Homo sapiens (Human)",0.2,129.1,0.151170960187354,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SEBP2_HUMAN_1-854_b0.2/align/SEBP2_HUMAN_1-854_b0.2","ENSG00000169230","PRELID1","Q9Y255","PRLD1_HUMAN",219,"Homo sapiens (Human)",0.2,946.1,4.32009132420091,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PRLD1_HUMAN_1-219_b0.2/align/PRLD1_HUMAN_1-219_b0.2","sepmito_01233187",1,854,1,219,NA,"PF01248;","PF04707;","Q96T21 Q9Y255",0,"Q9Y255 Q96T21",8.4,NA,NA,NA,"Complete"," "
"2806",1105906,"ENSG00000112992","NNT","Q13423","NNTM_HUMAN",1086,"Homo sapiens (Human)",0.4,210,0.193370165745856,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NNTM_HUMAN_1-1086_b0.4/align/NNTM_HUMAN_1-1086_b0.4","ENSG00000105341","DMAC2","Q9NW81","DMAC2_HUMAN",257,"Homo sapiens (Human)",0.2,1414,5.50194552529183,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DMAC2_HUMAN_1-257_b0.2/align/DMAC2_HUMAN_1-257_b0.2","sepmito_01105906",1,1086,1,257,NA,"PF01262;PF05222;PF02233;PF12769;","","Q13423 Q9NW81",0,"Q9NW81 Q13423",8,NA,NA,NA,"Complete"," "
"3741",915693,"ENSG00000178741","COX5A","P20674","COX5A_HUMAN",150,"Homo sapiens (Human)",0.2,427,2.84666666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX5A_HUMAN_1-150_b0.2/align/COX5A_HUMAN_1-150_b0.2","ENSG00000147162","OGT","O15294","OGT1_HUMAN",1046,"Homo sapiens (Human)",0.2,3581.5,3.42399617590822,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/OGT1_HUMAN_1-1046_b0.2/align/OGT1_HUMAN_1-1046_b0.2","sepmito_00915693",1,150,1,1046,NA,"PF02284;","PF13844;PF00515;PF13181;","P20674 O15294",0,"O15294 P20674",5.8,NA,NA,NA,"Complete"," "
"361",182819,"ENSG00000167468","GPX4","P36969","GPX4_HUMAN",197,"Homo sapiens (Human)",0.3,7382.1,37.4725888324873,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GPX4_HUMAN_1-197_b0.3/align/GPX4_HUMAN_1-197_b0.3","ENSG00000196475","GK2","Q14410","GLPK2_HUMAN",553,"Homo sapiens (Human)",0.2,26131.5,47.254068716094,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GLPK2_HUMAN_1-553_b0.2/align/GLPK2_HUMAN_1-553_b0.2","sepmito_00182819",1,197,1,553,NA,"PF00255;","PF02782;PF00370;","P36969 Q14410",0,"Q14410 P36969",9.9,NA,NA,NA,"Complete","TRUE"
"3411",260219,"ENSG00000156411","ATP5MPL","P56378","ATP68_HUMAN",58,"Homo sapiens (Human)",0.3,5038.7,86.8741379310345,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATP68_HUMAN_1-58_b0.3/align/ATP68_HUMAN_1-58_b0.3","ENSG00000116353","MECR","Q9BV79","MECR_HUMAN",373,"Homo sapiens (Human)",0.2,112359.7,301.232439678284,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MECR_HUMAN_1-373_b0.2/align/MECR_HUMAN_1-373_b0.2","sepmito_00260219",1,58,1,373,NA,"PF08039;","PF08240;PF00107;","P56378 Q9BV79",0,"Q9BV79 P56378",6.4,NA,NA,NA,"Complete"," "
"4202",993257,"ENSG00000176340","COX8A","P10176","COX8A_HUMAN",69,"Homo sapiens (Human)",0.3,321.1,4.6536231884058,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX8A_HUMAN_1-69_b0.3/align/COX8A_HUMAN_1-69_b0.3","ENSG00000156990","RPUSD3","Q6P087","RUSD3_HUMAN",351,"Homo sapiens (Human)",0.2,26567.3,75.6903133903134,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RUSD3_HUMAN_1-351_b0.2/align/RUSD3_HUMAN_1-351_b0.2","sepmito_00993257",1,69,1,351,NA,"PF02285;","PF00849;","P10176 Q6P087",0,"Q6P087 P10176",9.1,NA,NA,NA,"Complete"," "
"1495",205009,"ENSG00000027001","MIPEP","Q99797","MIPEP_HUMAN",713,"Homo sapiens (Human)",0.2,6663.4,9.34558204768583,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MIPEP_HUMAN_1-713_b0.2/align/MIPEP_HUMAN_1-713_b0.2","ENSG00000213465","ARL2","P36404","ARL2_HUMAN",184,"Homo sapiens (Human)",0.4,16187.4,87.975,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ARL2_HUMAN_1-184_b0.4/align/ARL2_HUMAN_1-184_b0.4","sepmito_00205009",1,713,1,184,NA,"PF01432;","PF00025;","Q99797 P36404",0,"P36404 Q99797",8.3,NA,NA,NA,"Complete"," "
"1291",266600,"ENSG00000254402","LRRC24","Q50LG9","LRC24_HUMAN",513,"Homo sapiens (Human)",0.2,4983.3,9.7140350877193,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/LRC24_HUMAN_1-513_b0.2/align/LRC24_HUMAN_1-513_b0.2","ENSG00000239789","MRPS17","Q9Y2R5","RT17_HUMAN",130,"Homo sapiens (Human)",0.2,5510.4,42.3876923076923,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RT17_HUMAN_1-130_b0.2/align/RT17_HUMAN_1-130_b0.2","sepmito_00266600",1,513,1,130,NA,"PF13855;","PF00366;","Q50LG9 Q9Y2R5",0,"Q9Y2R5 Q50LG9",8.2,NA,NA,NA,"Complete"," "
"1268",958078,"ENSG00000242114","MTFP1","Q9UDX5","MTFP1_HUMAN",166,"Homo sapiens (Human)",0.2,364.5,2.19578313253012,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MTFP1_HUMAN_1-166_b0.2/align/MTFP1_HUMAN_1-166_b0.2","ENSG00000138495","COX17","Q14061","COX17_HUMAN",63,"Homo sapiens (Human)",0.2,3311.9,52.5698412698413,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX17_HUMAN_1-63_b0.2/align/COX17_HUMAN_1-63_b0.2","sepmito_00958078",1,166,1,63,NA,"PF10558;","PF05051;","Q9UDX5 Q14061",0,"Q14061 Q9UDX5",9.6,NA,NA,NA,"Complete"," "
"2805",1214643,"ENSG00000164306","PRIMPOL","Q96LW4","PRIPO_HUMAN",560,"Homo sapiens (Human)",0.3,140.1,0.250178571428571,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PRIPO_HUMAN_1-560_b0.3/align/PRIPO_HUMAN_1-560_b0.3","ENSG00000135940","COX5B","P10606","COX5B_HUMAN",129,"Homo sapiens (Human)",0.2,495.5,3.84108527131783,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/COX5B_HUMAN_1-129_b0.2/align/COX5B_HUMAN_1-129_b0.2","sepmito_01214643",1,560,1,129,NA,"PF01896;","PF01215;","Q96LW4 P10606",0,"P10606 Q96LW4",7,NA,NA,NA,"Complete"," "
"926",329675,"ENSG00000151148","UBE3B","Q7Z3V4","UBE3B_HUMAN",1068,"Homo sapiens (Human)",0.2,3668.3,3.43473782771536,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/UBE3B_HUMAN_1-1068_b0.2/align/UBE3B_HUMAN_1-1068_b0.2","ENSG00000147471","PLPBP","O94903","PLPHP_HUMAN",275,"Homo sapiens (Human)",0.4,11042.1,40.1530909090909,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PLPHP_HUMAN_1-275_b0.4/align/PLPHP_HUMAN_1-275_b0.4","sepmito_00329675",1,1068,1,275,NA,"PF00632;","PF01168;","Q7Z3V4 O94903",0,"O94903 Q7Z3V4",9.5,NA,NA,NA,"Complete"," "
"2525",1081270,"ENSG00000196116","TDRD7","Q8NHU6","TDRD7_HUMAN",1098,"Homo sapiens (Human)",0.2,222.1,0.202276867030965,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TDRD7_HUMAN_1-1098_b0.2/align/TDRD7_HUMAN_1-1098_b0.2","ENSG00000117592","PRDX6","P30041","PRDX6_HUMAN",224,"Homo sapiens (Human)",0.3,19500.5,87.0558035714286,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PRDX6_HUMAN_1-224_b0.3/align/PRDX6_HUMAN_1-224_b0.3","sepmito_01081270",1,1098,1,224,NA,"PF12872;PF00567;","PF10417;PF00578;","Q8NHU6 P30041",0,"P30041 Q8NHU6",7.8,NA,NA,NA,"Complete"," "
"632",947104,"ENSG00000197226","TBC1D9B","Q66K14","TBC9B_HUMAN",1250,"Homo sapiens (Human)",0.2,375.8,0.30064,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TBC9B_HUMAN_1-1250_b0.2/align/TBC9B_HUMAN_1-1250_b0.2","ENSG00000117118","SDHB","P21912","SDHB_HUMAN",280,"Homo sapiens (Human)",0.2,3616.9,12.9175,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SDHB_HUMAN_1-280_b0.2/align/SDHB_HUMAN_1-280_b0.2","sepmito_00947104",1,1250,1,280,NA,"PF02893;PF00566;","PF13085;","Q66K14 P21912",0,"P21912 Q66K14",7.9,NA,NA,NA,"Complete"," "
"2773",1262308,"ENSG00000130589","HELZ2","Q9BYK8","HELZ2_HUMAN",2649,"Homo sapiens (Human)",0.3,110.6,0.0417516043790109,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HELZ2_HUMAN_1-2649_b0.3/align/HELZ2_HUMAN_1-2649_b0.3","ENSG00000143224","PPOX","P50336","PPOX_HUMAN",477,"Homo sapiens (Human)",0.2,32774.4,68.7094339622642,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PPOX_HUMAN_1-477_b0.2/align/PPOX_HUMAN_1-477_b0.2","sepmito_01262308",1,2649,1,477,NA,"PF13086;PF13087;PF00773;","PF01593;","Q9BYK8 P50336",0,"P50336 Q9BYK8",7.7,NA,NA,NA,"Complete"," "
"1606",956068,"ENSG00000109436","TBC1D9","Q6ZT07","TBCD9_HUMAN",1266,"Homo sapiens (Human)",0.2,365,0.288309636650869,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/TBCD9_HUMAN_1-1266_b0.2/align/TBCD9_HUMAN_1-1266_b0.2","ENSG00000133028","SCO1","O75880","SCO1_HUMAN",301,"Homo sapiens (Human)",0.2,12810.2,42.558803986711,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SCO1_HUMAN_1-301_b0.2/align/SCO1_HUMAN_1-301_b0.2","sepmito_00956068",1,1266,1,301,NA,"PF02893;PF00566;","PF02630;","Q6ZT07 O75880",0,"O75880 Q6ZT07",8,NA,NA,NA,"Complete"," "
"1904",131945,"ENSG00000141385","AFG3L2","Q9Y4W6","AFG32_HUMAN",797,"Homo sapiens (Human)",0.2,9733.6,12.2127979924718,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/AFG32_HUMAN_1-797_b0.2/align/AFG32_HUMAN_1-797_b0.2","ENSG00000131943","C19ORF12","Q9NSK7","CS012_HUMAN",152,"Homo sapiens (Human)",0.2,3283.6,21.6026315789474,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CS012_HUMAN_1-152_b0.2/align/CS012_HUMAN_1-152_b0.2","sepmito_00131945",1,797,1,152,NA,"PF00004;PF17862;PF06480;PF01434;",NA,"Q9Y4W6 Q9NSK7",0,"Q9NSK7 Q9Y4W6",7.8,NA,NA,NA,"Complete"," "
"3352",918558,"ENSG00000054523","KIF1B","O60333","KIF1B_HUMAN",1816,"Homo sapiens (Human)",0.2,425.1,0.2340859030837,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KIF1B_HUMAN_1-1816_b0.2/align/KIF1B_HUMAN_1-1816_b0.2","ENSG00000116221","MRPL37","Q9BZE1","RM37_HUMAN",423,"Homo sapiens (Human)",0.2,423.4,1.00094562647754,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM37_HUMAN_1-423_b0.2/align/RM37_HUMAN_1-423_b0.2","sepmito_00918558",1,1816,1,423,NA,"PF12473;PF00498;PF12423;PF00225;PF16183;PF00169;","PF07147;","O60333 Q9BZE1",0,"Q9BZE1 O60333",8.3,NA,NA,NA,"Complete"," "
"2485",905764,"ENSG00000055950","MRPL43","Q8N983","RM43_HUMAN",215,"Homo sapiens (Human)",0.2,435.6,2.02604651162791,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM43_HUMAN_1-215_b0.2/align/RM43_HUMAN_1-215_b0.2","ENSG00000135423","GLS2","Q9UI32","GLSL_HUMAN",602,"Homo sapiens (Human)",0.4,1354.6,2.25016611295681,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GLSL_HUMAN_1-602_b0.4/align/GLSL_HUMAN_1-602_b0.4","sepmito_00905764",1,215,1,602,NA,"PF05047;","PF12796;PF17959;PF04960;","Q8N983 Q9UI32",0,"Q9UI32 Q8N983",9.1,NA,NA,NA,"Complete"," "
"3909",209731,"ENSG00000151576","QTRTD1","Q9H974","QTRT2_HUMAN",415,"Homo sapiens (Human)",0.2,6536.7,15.7510843373494,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/QTRT2_HUMAN_1-415_b0.2/align/QTRT2_HUMAN_1-415_b0.2","ENSG00000164587","RPS14","P62263","RS14_HUMAN",151,"Homo sapiens (Human)",0.2,3470.3,22.982119205298,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RS14_HUMAN_1-151_b0.2/align/RS14_HUMAN_1-151_b0.2","sepmito_00209731",1,415,1,151,NA,"PF01702;","PF00411;","Q9H974 P62263",0,"P62263 Q9H974",9.2,NA,NA,NA,"Complete"," "
"1274",1373011,"ENSG00000254636","ARMS2","P0C7Q2","ARMS2_HUMAN",107,"Homo sapiens (Human)",0.2,40.4,0.377570093457944,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ARMS2_HUMAN_1-107_b0.2/align/ARMS2_HUMAN_1-107_b0.2","ENSG00000148672","GLUD1","P00367","DHE3_HUMAN",558,"Homo sapiens (Human)",0.6,4793.8,8.5910394265233,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/DHE3_HUMAN_1-558_b0.6/align/DHE3_HUMAN_1-558_b0.6","sepmito_01373011",1,107,1,558,NA,NA,"PF00208;PF02812;","P0C7Q2 P00367",0,"P00367 P0C7Q2",7.9,NA,NA,NA,"Complete"," "
"1195",1224426,"ENSG00000184347","SLIT3","O75094","SLIT3_HUMAN",1523,"Homo sapiens (Human)",0.2,131.8,0.0865397242284964,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SLIT3_HUMAN_1-1523_b0.2/align/SLIT3_HUMAN_1-1523_b0.2","ENSG00000169972","PUSL1","Q8N0Z8","PUSL1_HUMAN",303,"Homo sapiens (Human)",0.2,12465.3,41.139603960396,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PUSL1_HUMAN_1-303_b0.2/align/PUSL1_HUMAN_1-303_b0.2","sepmito_01224426",1,1523,1,303,NA,"PF00008;PF12661;PF02210;PF13855;PF01463;PF01462;","PF01416;","O75094 Q8N0Z8",0,"Q8N0Z8 O75094",7.4,NA,NA,NA,"Complete"," "
"4366",719089,"ENSG00000124532","MRS2","Q9HD23","MRS2_HUMAN",443,"Homo sapiens (Human)",0.2,797,1.79909706546275,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/MRS2_HUMAN_1-443_b0.2/align/MRS2_HUMAN_1-443_b0.2","ENSG00000112304","ACOT13","Q9NPJ3","ACO13_HUMAN",140,"Homo sapiens (Human)",0.5,9667.4,69.0528571428571,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACO13_HUMAN_1-140_b0.5/align/ACO13_HUMAN_1-140_b0.5","sepmito_00719089",1,443,1,140,NA,NA,"PF03061;","Q9HD23 Q9NPJ3",0,"Q9NPJ3 Q9HD23",8.8,NA,NA,NA,"Complete"," "
"3871",403870,"ENSG00000243147","MRPL33","O75394","RM33_HUMAN",65,"Homo sapiens (Human)",0.2,2576.6,39.64,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM33_HUMAN_1-65_b0.2/align/RM33_HUMAN_1-65_b0.2","ENSG00000123131","PRDX4","Q13162","PRDX4_HUMAN",271,"Homo sapiens (Human)",0.3,15040,55.4981549815498,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PRDX4_HUMAN_1-271_b0.3/align/PRDX4_HUMAN_1-271_b0.3","sepmito_00403870",1,65,1,271,NA,"PF00471;","PF10417;PF00578;","O75394 Q13162",0,"Q13162 O75394",7.4,NA,NA,NA,"Complete"," "
"2555",513695,"ENSG00000186281","GPAT2","Q6NUI2","GPAT2_HUMAN",795,"Homo sapiens (Human)",0.2,1625.9,2.0451572327044,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/GPAT2_HUMAN_1-795_b0.2/align/GPAT2_HUMAN_1-795_b0.2","ENSG00000165629","ATP5F1C","P36542","ATPG_HUMAN",298,"Homo sapiens (Human)",0.2,7482.8,25.110067114094,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ATPG_HUMAN_1-298_b0.2/align/ATPG_HUMAN_1-298_b0.2","sepmito_00513695",1,795,1,298,NA,NA,"PF00231;","Q6NUI2 P36542",0,"P36542 Q6NUI2",9.9,NA,NA,NA,"Complete"," "
"3789",496196,"ENSG00000141338","ABCA8","O94911","ABCA8_HUMAN",1581,"Homo sapiens (Human)",0.2,1740.7,1.10101201771031,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ABCA8_HUMAN_1-1581_b0.2/align/ABCA8_HUMAN_1-1581_b0.2","ENSG00000196743","GM2A","P17900","SAP3_HUMAN",193,"Homo sapiens (Human)",0.2,1104.7,5.72383419689119,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SAP3_HUMAN_1-193_b0.2/align/SAP3_HUMAN_1-193_b0.2","sepmito_00496196",1,1581,1,193,NA,"PF00005;","PF02221;","O94911 P17900",0,"P17900 O94911",5.2,NA,NA,NA,"Complete"," "
"1926",1112975,"ENSG00000068097","HEATR6","Q6AI08","HEAT6_HUMAN",1181,"Homo sapiens (Human)",0.2,205.5,0.174005080440305,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HEAT6_HUMAN_1-1181_b0.2/align/HEAT6_HUMAN_1-1181_b0.2","ENSG00000097033","SH3GLB1","Q9Y371","SHLB1_HUMAN",365,"Homo sapiens (Human)",0.2,3072.7,8.41835616438356,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/SHLB1_HUMAN_1-365_b0.2/align/SHLB1_HUMAN_1-365_b0.2","sepmito_01112975",1,1181,1,365,NA,"PF13251;","PF03114;PF14604;","Q6AI08 Q9Y371",0,"Q9Y371 Q6AI08",9.1,NA,NA,NA,"Complete"," "
"2637",421540,"ENSG00000143199","ADCY10","Q96PN6","ADCYA_HUMAN",1610,"Homo sapiens (Human)",0.2,2432.4,1.51080745341615,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ADCYA_HUMAN_1-1610_b0.2/align/ADCYA_HUMAN_1-1610_b0.2","ENSG00000114026","OGG1","O15527","OGG1_HUMAN",345,"Homo sapiens (Human)",0.2,9117.2,26.4266666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/OGG1_HUMAN_1-345_b0.2/align/OGG1_HUMAN_1-345_b0.2","sepmito_00421540",1,1610,1,345,NA,"PF00211;","PF00730;PF07934;","Q96PN6 O15527",0,"O15527 Q96PN6",7.3,NA,NA,NA,"Complete"," "
"1286",1262608,"ENSG00000130589","HELZ2","Q9BYK8","HELZ2_HUMAN",2649,"Homo sapiens (Human)",0.3,110.6,0.0417516043790109,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/HELZ2_HUMAN_1-2649_b0.3/align/HELZ2_HUMAN_1-2649_b0.3","ENSG00000143774","GUK1","Q16774","KGUA_HUMAN",197,"Homo sapiens (Human)",0.2,12267.8,62.2730964467005,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/KGUA_HUMAN_1-197_b0.2/align/KGUA_HUMAN_1-197_b0.2","sepmito_01262608",1,2649,1,197,NA,"PF13086;PF13087;PF00773;","PF00625;","Q9BYK8 Q16774",0,"Q16774 Q9BYK8",3.5,NA,NA,NA,"Complete"," "
"2515",877786,"ENSG00000186642","PDE2A","O00408","PDE2A_HUMAN",941,"Homo sapiens (Human)",0.2,491.1,0.521891604675877,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/PDE2A_HUMAN_1-941_b0.2/align/PDE2A_HUMAN_1-941_b0.2","ENSG00000182899","RPL35A","P18077","RL35A_HUMAN",110,"Homo sapiens (Human)",0.2,547.6,4.97818181818182,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RL35A_HUMAN_1-110_b0.2/align/RL35A_HUMAN_1-110_b0.2","sepmito_00877786",1,941,1,110,NA,"PF01590;PF13185;PF00233;","PF01247;","O00408 P18077",0,"P18077 O00408",5,NA,NA,NA,"Complete"," "
"1107",971411,"ENSG00000147684","NDUFB9","Q9Y6M9","NDUB9_HUMAN",179,"Homo sapiens (Human)",0.2,347.9,1.94357541899441,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUB9_HUMAN_1-179_b0.2/align/NDUB9_HUMAN_1-179_b0.2","ENSG00000108094","CUL2","Q13617","CUL2_HUMAN",745,"Homo sapiens (Human)",0.2,2098.4,2.81664429530201,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/CUL2_HUMAN_1-745_b0.2/align/CUL2_HUMAN_1-745_b0.2","sepmito_00971411",1,179,1,745,NA,"PF05347;","PF00888;PF10557;","Q9Y6M9 Q13617",0,"Q13617 Q9Y6M9",8.1,NA,NA,NA,"Complete"," "
